-0.34054288	-0.00393411	-0.00000186	0.00000127	0.00000000	0.00000000	-0.00000134	-0.00000001	0.00000000	0.00000000	0.00000119	0.00000002	-0.00000017	-0.00000146	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000070	0.00000616	-0.00000472	-0.00000995	0.00000079	-0.00000681	-0.00000590	0.00000621	0.00000000	0.00000000	0.00000000	0.00000000	
0.56385853	-0.00197540	0.00000274	0.00000060	0.00000000	0.00000000	0.00000072	-0.00000003	0.00000000	0.00000000	-0.00000195	0.00000001	-0.00000002	0.00000201	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000139	0.00000096	0.00000613	0.00000942	-0.00000291	-0.00000680	-0.00001424	-0.00000432	0.00000000	0.00000000	0.00000000	0.00000000	
-0.08568916	0.00733067	-0.00000016	-0.00000226	0.00000000	0.00000000	0.00000044	0.00000006	0.00000000	0.00000000	0.00000030	-0.00000003	0.00000026	-0.00000181	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000219	0.00001140	0.00000369	-0.00000548	0.00001036	-0.00001654	0.00000549	-0.00000307	0.00000000	0.00000000	0.00000000	0.00000000	
-0.64392158	-0.00443640	-0.00000289	0.00000136	0.00000000	0.00000000	-0.00000121	-0.00000003	0.00000000	0.00000000	0.00000217	0.00000002	-0.00000045	0.00000076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000286	-0.00000214	-0.00001142	0.00000128	0.00002194	-0.00001380	-0.00000125	0.00000367	0.00000000	0.00000000	0.00000000	0.00000000	
0.70271709	-0.00484149	0.00000316	0.00000148	0.00000000	0.00000000	0.00000132	-0.00000003	0.00000000	0.00000000	-0.00000237	0.00000002	0.00000049	0.00000083	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000312	-0.00000234	0.00001247	0.00000139	-0.00002395	-0.00001506	0.00000136	0.00000400	0.00000000	0.00000000	0.00000000	0.00000000	
0.11167228	0.00955351	0.00000020	-0.00000294	0.00000000	0.00000000	-0.00000058	0.00000008	0.00000000	0.00000000	-0.00000039	-0.00000004	-0.00000034	-0.00000236	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000286	0.00001486	-0.00000480	-0.00000715	-0.00001350	-0.00002155	-0.00000716	-0.00000401	0.00000000	0.00000000	0.00000000	0.00000000	
-0.88508060	-0.00310076	-0.00000431	0.00000095	0.00000000	0.00000000	-0.00000112	-0.00000005	0.00000000	0.00000000	0.00000307	0.00000001	0.00000003	0.00000316	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000218	0.00000151	-0.00000963	0.00001479	0.00000457	-0.00001068	0.00002235	-0.00000679	0.00000000	0.00000000	0.00000000	0.00000000	
0.65417679	-0.00755736	0.00000358	0.00000244	0.00000000	0.00000000	0.00000257	-0.00000003	0.00000000	0.00000000	-0.00000229	0.00000004	0.00000033	-0.00000281	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000135	0.00001183	0.00000907	-0.00001912	-0.00000151	-0.00001308	0.00001132	0.00001193	0.00000000	0.00000000	0.00000000	0.00000000	
0.35508984	0.00971574	0.00000163	-0.00000319	0.00000000	0.00000000	-0.00000163	0.00000009	0.00000000	0.00000000	-0.00000135	-0.00000005	-0.00000059	0.00000133	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000066	-0.00000719	-0.00000903	0.00000992	-0.00000873	-0.00000987	0.00001169	-0.00000457	0.00000000	0.00000000	0.00000000	0.00000000	
-0.95425011	-0.00066632	-0.00000635	0.00000016	0.00000000	0.00000000	-0.00000169	-0.00000007	0.00000000	0.00000000	0.00000363	0.00000000	0.00000065	0.00000077	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000018	-0.00000392	-0.00000505	0.00001300	0.00002582	0.00002538	0.00000826	-0.00000842	0.00000000	0.00000000	0.00000000	0.00000000	
0.44995190	-0.00878113	0.00000138	0.00000324	0.00000000	0.00000000	0.00000385	-0.00000001	0.00000000	0.00000000	-0.00000172	0.00000005	-0.00000046	-0.00000270	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000019	0.00000402	-0.00000001	-0.00001518	0.00001143	-0.00001143	0.00000263	0.00002143	0.00000000	0.00000000	0.00000000	0.00000000	
0.52006514	0.00779315	0.00000327	-0.00000294	0.00000000	0.00000000	-0.00000175	0.00000009	0.00000000	0.00000000	-0.00000230	-0.00000004	0.00000009	0.00000369	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000070	0.00000772	-0.00000334	-0.00000813	-0.00001157	-0.00001979	-0.00001998	-0.00001967	0.00000000	0.00000000	0.00000000	0.00000000	
-0.81933772	0.00161151	-0.00000459	-0.00000081	0.00000000	0.00000000	-0.00000268	-0.00000008	0.00000000	0.00000000	0.00000372	-0.00000001	0.00000032	-0.00000332	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000152	-0.00001332	-0.00000478	0.00001074	-0.00000821	0.00001775	-0.00001341	-0.00001347	0.00000000	0.00000000	0.00000000	0.00000000	
0.20370828	-0.00833493	0.00000154	0.00000365	0.00000010	0.00000000	0.00000421	-0.00000000	0.00000000	-0.00000001	-0.00000083	0.00000013	-0.00000076	0.00000185	-0.00000016	0.00000003	-0.00000013	0.00000002	-0.00000003	-0.00000018	-0.00000250	-0.00000177	-0.00000195	0.00001542	-0.00001314	-0.00001700	-0.00002615	0.00005076	0.00000000	0.00000000	0.00000000	0.00000000	
0.61548787	0.00548284	0.00000347	-0.00000226	-0.00000018	0.00000000	-0.00000090	0.00000007	0.00000000	-0.00000030	-0.00000265	-0.00000006	0.00000091	0.00000062	-0.00000078	-0.00000022	-0.00000020	0.00000023	0.00000008	0.00000071	0.00000437	-0.00001896	0.00000359	-0.00002502	0.00001064	0.00002326	0.00001405	-0.00004496	0.00000000	0.00000000	0.00000000	0.00000000	
-0.72283176	0.00374383	-0.00000485	-0.00000169	-0.00000023	-0.00000001	-0.00000344	-0.00000007	0.00000000	-0.00000070	0.00000311	0.00000096	0.00000108	-0.00000279	0.00000098	-0.00000036	0.00000026	-0.00000044	-0.00000014	-0.00000000	-0.00000336	0.00000186	-0.00000377	0.00000870	-0.00001243	0.00002372	0.00000737	-0.00000148	0.00000000	0.00000000	0.00000000	0.00000000	
-0.00591989	-0.00864244	0.00000017	0.00000358	0.00000068	-0.00000000	0.00000358	0.00000001	0.00000000	-0.00000068	0.00000109	0.00000138	0.00000167	0.00000346	0.00000109	-0.00000112	0.00000037	-0.00000003	0.00000020	0.00000060	0.00000485	0.00000424	-0.00000948	0.00000875	0.00001542	0.00001183	-0.00001543	0.00003583	0.00000000	0.00000000	0.00000000	0.00000000	
0.72789306	0.00358143	0.00000392	-0.00000134	-0.00000033	0.00000001	0.00000034	0.00000005	0.00000000	-0.00000008	-0.00000377	0.00000045	0.00000074	-0.00000231	0.00000028	0.00000079	-0.00000050	0.00000080	-0.00000027	0.00000093	-0.00000340	-0.00002051	0.00000998	-0.00000461	-0.00000827	-0.00000258	0.00002802	-0.00002745	0.00000000	0.00000000	0.00000000	0.00000000	
-0.60782370	0.00563304	-0.00000422	-0.00000224	-0.00000071	-0.00000001	-0.00000327	-0.00000006	0.00000000	0.00000051	0.00000373	0.00000083	0.00000080	0.00000222	0.00000242	-0.00000236	-0.00000119	-0.00000077	0.00000035	0.00000149	0.00000011	-0.00000423	0.00000078	-0.00000896	-0.00000347	-0.00001154	0.00002075	0.00000413	0.00000000	0.00000000	0.00000000	0.00000000	
-0.21527224	-0.00834792	-0.00000282	0.00000303	0.00000116	-0.00000001	0.00000197	0.00000002	0.00000000	0.00000029	0.00000015	-0.00000206	0.00000328	-0.00000110	0.00000004	-0.00000069	-0.00000031	-0.00000037	-0.00000042	-0.00000052	0.00000084	-0.00001509	-0.00000160	-0.00000172	-0.00000319	0.00000788	-0.00000927	0.00000270	0.00000000	0.00000000	0.00000000	0.00000000	
0.78940156	0.00143420	0.00000211	-0.00000042	-0.00000018	0.00000002	0.00000122	0.00000003	0.00000000	-0.00000088	-0.00000188	0.00000121	0.00000137	-0.00000299	-0.00000067	-0.00000032	0.00000119	0.00000137	0.00000047	0.00000014	-0.00000154	0.00000365	0.00001742	0.00000047	-0.00000174	-0.00001829	0.00004326	-0.00000363	0.00000000	0.00000000	0.00000000	0.00000000	
-0.45042736	0.00713407	-0.00000399	-0.00000231	-0.00000129	-0.00000001	-0.00000226	-0.00000004	0.00000000	-0.00000215	0.00000049	0.00000089	0.00000049	0.00000335	-0.00000095	-0.00000194	0.00000092	-0.00000082	-0.00000051	-0.00000063	-0.00000382	0.00000990	0.00000064	-0.00000450	0.00000877	0.00000695	-0.00001856	0.00001465	0.00000000	0.00000000	0.00000000	0.00000000	
-0.40955583	-0.00742301	-0.00000443	0.00000215	0.00000141	-0.00000001	0.00000053	0.00000001	0.00000000	-0.00000234	0.00000250	0.00000104	-0.00000023	-0.00000163	0.00000103	-0.00000212	-0.00000100	-0.00000090	0.00000056	-0.00000069	0.00000389	0.00000471	-0.00000578	-0.00002297	0.00000376	0.00000284	0.00004397	-0.00001994	0.00000000	0.00000000	0.00000000	0.00000000	
0.79579663	-0.00090115	0.00000113	0.00000025	0.00000023	0.00000003	0.00000131	0.00000002	0.00000000	-0.00000115	-0.00000376	0.00000159	-0.00000270	-0.00000014	0.00000088	-0.00000042	-0.00000155	0.00000178	-0.00000061	0.00000018	0.00000318	-0.00000803	0.00000684	-0.00001145	-0.00003050	-0.00000894	-0.00002679	0.00000826	0.00000000	0.00000000	0.00000000	0.00000000	
-0.26153086	0.00818207	-0.00000315	-0.00000187	-0.00000182	-0.00000001	-0.00000131	-0.00000002	0.00000000	0.00000045	0.00000190	-0.00000333	-0.00000385	-0.00000204	-0.00000007	-0.00000109	0.00000049	-0.00000058	0.00000066	-0.00000082	-0.00000416	0.00000113	-0.00001042	0.00002045	0.00002094	0.00000119	-0.00000416	-0.00000345	0.00000000	0.00000000	0.00000000	0.00000000	
-0.57522784	-0.00602428	-0.00000296	0.00000116	0.00000136	-0.00000002	0.00000003	0.00000001	0.00000000	0.00000098	-0.00000108	0.00000168	-0.00000281	-0.00000011	-0.00000464	-0.00000452	0.00000229	-0.00000148	-0.00000068	0.00000287	0.00000538	-0.00000424	0.00000010	-0.00001917	0.00000327	0.00000589	-0.00001824	0.00001733	0.00000000	0.00000000	0.00000000	0.00000000	
0.74663735	-0.00311646	0.00000375	0.00000050	0.00000080	0.00000003	0.00000108	0.00000001	0.00000000	-0.00000019	-0.00000010	0.00000113	-0.00000109	0.00000348	-0.00000067	0.00000190	0.00000120	0.00000194	0.00000066	0.00000225	-0.00000121	-0.00000058	0.00000033	0.00000139	0.00001695	0.00000635	-0.00002872	-0.00001620	0.00000000	0.00000000	0.00000000	0.00000000	
-0.05438809	0.00864877	-0.00000109	-0.00000105	-0.00000216	-0.00000000	-0.00000125	-0.00000000	0.00000000	-0.00000215	-0.00000291	0.00000421	-0.00000481	-0.00000120	-0.00000347	-0.00000355	-0.00000117	-0.00000009	-0.00000063	0.00000191	-0.00000129	0.00000292	0.00001445	-0.00001439	0.00001571	-0.00000116	0.00002261	-0.00001955	0.00000000	0.00000000	0.00000000	0.00000000	
-0.70072384	-0.00418061	-0.00000245	0.00000034	0.00000102	-0.00000003	0.00000031	-0.00000001	0.00000000	-0.00000317	0.00000158	0.00000443	-0.00000724	-0.00000086	-0.00000444	-0.00000164	-0.00000116	-0.00000196	0.00000062	-0.00000000	-0.00000440	-0.00000624	0.00000787	0.00001162	-0.00000904	0.00000244	-0.00000618	0.00004794	0.00000000	0.00000000	0.00000000	0.00000000	
0.64535965	-0.00511927	0.00000380	0.00000025	0.00000137	0.00000003	0.00000127	0.00000002	0.00000000	-0.00000229	-0.00000308	-0.00000021	-0.00000163	0.00000098	0.00000589	-0.00000165	0.00000155	0.00000178	-0.00000062	0.00000537	-0.00000557	-0.00000054	-0.00000733	0.00001319	0.00001537	0.00001494	0.00001353	-0.00002787	0.00000000	0.00000000	0.00000000	0.00000000	
0.15652589	0.00850629	0.00000013	-0.00000006	-0.00000221	0.00000001	-0.00000203	0.00000001	0.00000000	-0.00000018	-0.00000002	0.00000166	0.00000327	0.00000276	0.00000367	0.00000074	0.00000307	0.00000049	0.00000061	-0.00000412	-0.00000181	0.00000044	-0.00002569	0.00001331	-0.00000588	-0.00001218	-0.00001685	-0.00001439	0.00000000	0.00000000	0.00000000	0.00000000	
-0.03553021	-0.00008394	-0.00000021	0.00000004	0.00000000	0.00000000	-0.00000008	-0.00000000	0.00000000	0.00000000	-0.00000003	0.00000004	-0.00000006	-0.00000006	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000004	0.00000012	0.00000032	0.00000117	0.00000024	0.00000056	0.00000003	0.00000000	0.00000000	0.00000000	0.00000000	
0.07127277	-0.00100377	0.00000047	0.00000039	0.00000000	0.00000000	0.00000015	-0.00000000	0.00000000	0.00000000	0.00000011	-0.00000009	0.00000010	0.00000004	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000002	-0.00000086	-0.00000073	-0.00000081	0.00000331	-0.00000098	-0.00000051	0.00000000	0.00000000	0.00000000	0.00000000	
0.09538321	0.00196855	0.00000043	-0.00000072	0.00000000	0.00000000	0.00000019	0.00000001	0.00000000	0.00000000	-0.00000017	0.00000012	0.00000155	0.00000017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000087	0.00000182	-0.00000520	-0.00000228	-0.00000268	0.00000235	0.00000011	0.00000000	0.00000000	0.00000000	0.00000000	
-0.30147098	0.00015681	-0.00000186	-0.00000005	0.00000000	0.00000000	-0.00000057	0.00000000	0.00000000	0.00000000	0.00000019	0.00000050	0.00000042	-0.00000052	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000248	-0.00000126	0.00000055	0.00000903	0.00000790	-0.00000626	0.00000342	0.00000000	0.00000000	0.00000000	0.00000000	
0.15312238	-0.00400993	0.00000071	0.00000132	0.00000000	0.00000000	0.00000028	-0.00000001	0.00000000	0.00000000	-0.00000012	-0.00000167	0.00000004	0.00000089	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000375	-0.00000283	0.00000117	-0.00000613	0.00000464	-0.00000334	-0.00000951	0.00000000	0.00000000	0.00000000	0.00000000	
0.33647883	0.00399221	0.00000174	-0.00000127	0.00000000	0.00000000	0.00000059	0.00000001	0.00000000	0.00000000	-0.00000002	0.00000105	0.00000016	-0.00000117	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000309	0.00000410	-0.00000054	-0.00000247	-0.00000097	-0.00000642	0.00001417	0.00000000	0.00000000	0.00000000	0.00000000	
-0.56599338	0.00191047	-0.00000298	-0.00000060	0.00000000	0.00000000	-0.00000098	0.00000000	0.00000000	0.00000000	0.00000021	-0.00000035	-0.00000166	0.00000123	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000024	-0.00000740	-0.00000223	0.00000873	0.00000476	0.00000675	-0.00001395	0.00000000	0.00000000	0.00000000	0.00000000	
0.08923289	-0.00731813	-0.00000007	0.00000226	0.00000000	0.00000000	0.00000015	-0.00000002	0.00000000	0.00000000	-0.00000041	-0.00000028	-0.00000171	-0.00000097	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000527	0.00000189	0.00000575	-0.00000618	-0.00000421	0.00001482	0.00000939	0.00000000	0.00000000	0.00000000	0.00000000	
0.64389320	0.00444375	0.00000280	-0.00000136	0.00000000	0.00000000	0.00000109	0.00000001	0.00000000	0.00000000	0.00000056	-0.00000580	-0.00000125	0.00000038	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000952	-0.00000046	0.00000550	-0.00000203	-0.00000560	-0.00000419	-0.00000325	0.00000000	0.00000000	0.00000000	0.00000000	
-0.70268613	0.00484951	-0.00000305	-0.00000148	0.00000000	0.00000000	-0.00000119	0.00000001	0.00000000	0.00000000	-0.00000061	-0.00000633	0.00000136	0.00000042	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00001039	0.00000050	0.00000600	0.00000221	-0.00000611	0.00000457	-0.00000354	0.00000000	0.00000000	0.00000000	0.00000000	
-0.11629057	-0.00953717	0.00000009	0.00000294	0.00000000	0.00000000	-0.00000020	-0.00000002	0.00000000	0.00000000	0.00000053	-0.00000037	0.00000223	-0.00000126	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000687	-0.00000247	0.00000749	0.00000806	-0.00000549	-0.00001931	0.00001223	0.00000000	0.00000000	0.00000000	0.00000000	
0.88843165	0.00299884	0.00000468	-0.00000095	0.00000000	0.00000000	0.00000153	0.00000001	0.00000000	0.00000000	-0.00000033	-0.00000054	0.00000261	0.00000193	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000037	0.00001162	-0.00000350	-0.00001370	0.00000747	-0.00001060	-0.00002190	0.00000000	0.00000000	0.00000000	0.00000000	
-0.64636981	0.00766896	-0.00000334	-0.00000244	0.00000000	0.00000000	-0.00000114	0.00000002	0.00000000	0.00000000	0.00000003	0.00000202	-0.00000031	-0.00000225	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000594	-0.00000787	-0.00000104	0.00000475	-0.00000186	0.00001233	0.00002721	0.00000000	0.00000000	0.00000000	0.00000000	
-0.36967013	-0.00968082	-0.00000172	0.00000319	0.00000000	0.00000000	-0.00000067	-0.00000002	0.00000000	0.00000000	0.00000030	-0.00000403	-0.00000009	0.00000216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000904	0.00000684	0.00000283	0.00001479	0.00001121	0.00000807	-0.00002295	0.00000000	0.00000000	0.00000000	0.00000000	
0.95614378	0.00049733	0.00000590	-0.00000016	0.00000000	0.00000000	0.00000182	0.00000000	0.00000000	0.00000000	-0.00000059	0.00000158	-0.00000133	-0.00000164	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000787	0.00000399	0.00000174	-0.00002865	0.00002505	0.00001986	0.00001085	0.00000000	0.00000000	0.00000000	0.00000000	
-0.43024586	0.00887958	-0.00000194	-0.00000324	0.00000000	0.00000000	-0.00000086	0.00000002	0.00000000	0.00000000	0.00000079	0.00000053	-0.00000700	0.00000078	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000391	-0.00000822	-0.00002348	0.00001028	-0.00001210	-0.00001061	0.00000049	0.00000000	0.00000000	0.00000000	0.00000000	
-0.54137045	-0.00762439	-0.00000355	0.00000294	0.00000000	0.00000000	-0.00000115	-0.00000002	0.00000000	0.00000000	-0.00000083	-0.00000065	-0.00000076	0.00000030	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000016	0.00000654	-0.00000553	0.00000612	0.00002512	0.00000748	-0.00000388	0.00000000	0.00000000	0.00000000	0.00000000	
0.81377560	-0.00192263	0.00000480	0.00000081	0.00000000	0.00000000	0.00000186	-0.00000001	0.00000000	0.00000000	0.00000071	0.00000086	0.00000139	-0.00000137	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000091	-0.00000281	0.00000728	-0.00002675	0.00000547	-0.00001285	0.00000065	0.00000000	0.00000000	0.00000000	0.00000000	
-0.17384269	0.00841634	-0.00000106	-0.00000365	-0.00000010	-0.00000000	-0.00000051	0.00000003	0.00000000	0.00000000	-0.00000036	0.00000081	-0.00000246	0.00000203	0.00000016	0.00000007	-0.00000008	-0.00000002	0.00000004	-0.00000007	-0.00000004	0.00000115	-0.00000308	-0.00000223	0.00000670	-0.00001394	0.00000341	0.00000263	0.00000000	0.00000000	0.00000000	0.00000000	
-0.63474723	-0.00523378	-0.00000324	0.00000226	0.00000018	-0.00000000	-0.00000132	-0.00000002	0.00000000	0.00000000	-0.00000007	0.00000637	-0.00000092	-0.00000230	-0.00000016	0.00000033	0.00000019	-0.00000024	-0.00000012	-0.00000014	-0.00000007	0.00000412	0.00000121	-0.00002001	0.00002192	0.00002031	-0.00001864	-0.00000177	0.00000000	0.00000000	0.00000000	0.00000000	
0.70916597	-0.00401925	0.00000465	0.00000169	0.00000023	0.00000001	0.00000188	-0.00000001	0.00000000	0.00000000	0.00000002	-0.00000410	0.00000224	0.00000281	0.00000076	0.00000100	0.00000017	0.00000044	0.00000021	-0.00000000	0.00000133	0.00000713	0.00000284	0.00000148	0.00002260	-0.00001209	-0.00000506	-0.00000014	0.00000000	0.00000000	0.00000000	0.00000000	
0.03681727	0.00862896	-0.00000058	-0.00000358	-0.00000068	0.00000000	-0.00000060	0.00000003	0.00000000	0.00000000	0.00000014	-0.00000508	-0.00000571	-0.00000164	-0.00000057	-0.00000057	-0.00000082	0.00000003	-0.00000030	-0.00000007	0.00000195	0.00000216	-0.00001677	0.00001408	0.00000392	0.00000467	0.00001265	-0.00000549	0.00000000	0.00000000	0.00000000	0.00000000	
-0.74008743	-0.00327127	-0.00000404	0.00000134	0.00000033	-0.00000001	-0.00000130	-0.00000002	0.00000000	0.00000000	0.00000039	-0.00000527	-0.00000772	-0.00000084	0.00000015	-0.00000140	0.00000009	-0.00000081	0.00000041	-0.00000151	-0.00000121	-0.00000151	0.00001256	0.00000270	-0.00002408	0.00001800	0.00002570	0.00001915	0.00000000	0.00000000	0.00000000	0.00000000	
0.58735773	-0.00588916	0.00000473	0.00000224	0.00000071	0.00000001	0.00000195	-0.00000001	0.00000000	0.00000000	-0.00000146	0.00000171	0.00000100	-0.00000373	0.00000099	0.00000280	0.00000038	0.00000078	-0.00000052	0.00000074	0.00000239	-0.00000512	-0.00000790	0.00000784	-0.00000943	0.00001564	-0.00002373	-0.00002751	0.00000000	0.00000000	0.00000000	0.00000000	
0.24475731	0.00823291	0.00000391	-0.00000303	-0.00000116	0.00000001	-0.00000068	0.00000003	0.00000000	0.00000000	0.00000179	0.00000429	-0.00000512	0.00000126	-0.00000016	0.00000050	-0.00000149	0.00000037	0.00000063	0.00000017	-0.00000412	-0.00001008	-0.00000096	0.00001237	-0.00000322	0.00000854	-0.00001471	0.00001713	0.00000000	0.00000000	0.00000000	0.00000000	
-0.79377649	-0.00105739	-0.00000091	0.00000042	0.00000018	-0.00000002	-0.00000132	-0.00000002	0.00000000	0.00000000	-0.00000059	-0.00000151	-0.00000746	0.00000184	-0.00000139	-0.00000324	-0.00000011	-0.00000139	-0.00000071	-0.00000077	0.00000060	-0.00000454	0.00001634	0.00001836	0.00000522	-0.00000396	0.00000448	0.00000780	0.00000000	0.00000000	0.00000000	0.00000000	
0.42458916	-0.00738048	0.00000470	0.00000231	0.00000129	0.00000001	0.00000205	-0.00000001	0.00000000	0.00000000	-0.00000116	0.00000018	0.00000042	0.00000170	-0.00000348	-0.00000106	0.00000116	0.00000083	0.00000077	0.00000154	-0.00000062	-0.00000143	-0.00000773	-0.00000421	0.00001504	0.00003037	-0.00000378	-0.00002805	0.00000000	0.00000000	0.00000000	0.00000000	
0.43567035	0.00729557	0.00000421	-0.00000215	-0.00000141	0.00000001	-0.00000072	0.00000003	0.00000000	0.00000000	0.00000153	-0.00000189	0.00000518	0.00000562	0.00000379	-0.00000116	-0.00000126	0.00000091	-0.00000084	0.00000168	0.00000068	0.00000507	0.00000894	-0.00000132	-0.00000872	0.00000739	-0.00002130	0.00002981	0.00000000	0.00000000	0.00000000	0.00000000	
-0.79208196	0.00121539	-0.00000235	-0.00000025	-0.00000023	-0.00000003	-0.00000139	-0.00000002	0.00000000	0.00000000	-0.00000008	0.00000297	0.00000108	-0.00000092	0.00000181	-0.00000422	0.00000014	-0.00000181	0.00000092	-0.00000100	-0.00000078	0.00001286	-0.00000949	0.00000458	-0.00000769	-0.00000863	0.00000792	-0.00001684	0.00000000	0.00000000	0.00000000	0.00000000	
0.23221505	-0.00828988	0.00000128	0.00000187	0.00000182	0.00000001	0.00000213	-0.00000001	0.00000000	0.00000000	-0.00000142	0.00000279	0.00000225	0.00000409	0.00000025	0.00000078	0.00000234	0.00000058	-0.00000099	0.00000026	0.00000646	0.00000920	0.00000110	0.00000512	0.00002110	-0.00000957	-0.00000446	0.00000068	0.00000000	0.00000000	0.00000000	0.00000000	
0.59617252	0.00578811	0.00000111	-0.00000116	-0.00000136	0.00000002	-0.00000071	0.00000003	0.00000000	0.00000000	0.00000097	0.00000583	0.00000016	-0.00000736	-0.00000189	0.00000538	-0.00000073	0.00000150	0.00000101	0.00000143	-0.00000460	0.00001214	-0.00000124	0.00001029	-0.00001065	-0.00000235	-0.00001124	0.00001320	0.00000000	0.00000000	0.00000000	0.00000000	
-0.73500943	0.00342952	-0.00000480	-0.00000050	-0.00000080	-0.00000003	-0.00000148	-0.00000002	0.00000000	0.00000000	0.00000110	0.00000686	-0.00000542	-0.00000452	-0.00000035	-0.00000338	-0.00000021	-0.00000196	-0.00000098	-0.00000366	0.00000293	0.00000624	0.00000022	0.00000519	-0.00001736	0.00001389	-0.00002449	-0.00002433	0.00000000	0.00000000	0.00000000	0.00000000	
0.02366522	-0.00866486	0.00000136	0.00000105	0.00000216	0.00000000	0.00000219	-0.00000001	0.00000000	0.00000000	-0.00000233	0.00000241	0.00000076	0.00000094	0.00000182	-0.00000181	0.00000259	0.00000010	0.00000096	-0.00000022	-0.00000618	-0.00000022	0.00000293	-0.00000910	0.00000106	-0.00002439	0.00003291	0.00002854	0.00000000	0.00000000	0.00000000	0.00000000	
0.71511302	0.00388424	0.00000406	-0.00000034	-0.00000102	0.00000003	-0.00000066	0.00000003	0.00000000	0.00000000	0.00000108	-0.00000126	0.00000117	0.00000142	-0.00000342	0.00000450	-0.00000077	0.00000199	-0.00000095	-0.00000001	-0.00000599	0.00000979	0.00001019	-0.00001759	0.00000349	-0.00001993	-0.00003420	-0.00002041	0.00000000	0.00000000	0.00000000	0.00000000	
-0.62671157	0.00537888	-0.00000145	-0.00000025	-0.00000137	-0.00000003	-0.00000157	-0.00000002	0.00000000	0.00000000	0.00000138	-0.00000327	-0.00000434	0.00000222	0.00000121	0.00000247	-0.00000142	-0.00000181	0.00000094	-0.00000108	0.00000055	0.00000181	-0.00002364	-0.00002064	-0.00001484	-0.00003097	0.00000669	0.00000428	0.00000000	0.00000000	0.00000000	0.00000000	
-0.18664045	-0.00843268	0.00000199	0.00000006	0.00000221	-0.00000001	0.00000219	-0.00000001	0.00000000	0.00000000	-0.00000223	-0.00000040	-0.00000584	-0.00000396	-0.00000356	0.00000167	0.00000179	-0.00000050	-0.00000089	-0.00000163	0.00000087	0.00000379	-0.00000412	-0.00000847	-0.00001074	0.00000288	0.00001699	0.00000656	0.00000000	0.00000000	0.00000000	0.00000000	
0.03522861	0.00009781	-0.00000017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
